day,meal_type,name,serving_size,calories,total_fat
Tuesday,Dinner,Sliced Mushrooms,Tablespoon,0, 0
Tuesday,Dinner,Sliced Red Onion,Ounce,10, 0
Tuesday,Dinner,Spiced Pumpkin Seeds,Tablespoon,45, 3
Tuesday,Dinner,Spinach,Ounce,5, 0
Tuesday,Dinner,Tri Color Peppers,Portion,25, 1.5
Tuesday,Dinner,Tuna,1/4 Cup,35, 0
Tuesday,Dinner,Balsamic Vinaigrette Dressing in Bottle,Ounce,60, 4.5
Tuesday,Dinner,Buttermilk Ranch Dressing,Ounce,130, 14
Tuesday,Dinner,Country French Dressing,Ounce,120, 11
Tuesday,Dinner,Creamy Caesar Dressing,Fluid Oz,140, 15
Tuesday,Dinner,Fat Free Raspberry Vinaigrette Dressing,Fluid Oz,35, 0
Tuesday,Dinner,Lite Ranch Dressing,Ounce,70, 7
Tuesday,Dinner,Plant Based Ranch Dressing,2z Portion,210, 22
Tuesday,Dinner,Creamy Tomato Soup,6 Flz,90, 1.5
Tuesday,Dinner,Baby Carrots,3 Carrots,10, 0
Tuesday,Dinner,Celery Sticks,Ounce,0, 0
Tuesday,Dinner,Classic Quinoa & Lentil Salad,3z Portion,200, 9
Tuesday,Dinner,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5
Tuesday,Dinner,Fresh Avocado,Ounce,45, 4.5
Tuesday,Dinner,Hummus with Tahini,1z Portion,70, 5
Tuesday,Dinner,Kalamata Olive Hummus,1z Portion,70, 6
Tuesday,Dinner,Raw Mediterranean Pita Chips,1 oz portion,70, 0.5
Tuesday,Dinner,Roasted Garlic Hummus,1z Portion,70, 5
Tuesday,Dinner,Roasted Red Pepper Hummus,1z Portion,60, 4
Tuesday,Dinner,Broccoli Florets,4z Portion,35, 0
Tuesday,Dinner,Blueberry Yogurt,Ounce,20, 0
Tuesday,Dinner,Nature Valley Toasted Granola Oat,Ounce,130, 4.5
Tuesday,Dinner,Plain Greek Yogurt,Ounce,15, 0
Tuesday,Dinner,Small Curd Cottage Cheese,1/2 Cup,100, 5
Tuesday,Dinner,Strawberry Yogurt,Ounce,20, 0
Tuesday,Dinner,Vanilla Yogurt,Ounce,20, 0
Wednesday,Breakfast,Bar Kind Caramel Sea Salt Almond 1.4z,1.4z bar,200, 16
Wednesday,Breakfast,Bar Kind Crnbry Almond 12ct,1.4z bar,190, 13
Wednesday,Breakfast,Bar Kind Dk Choc Cherry Cashew 12ct,1.4z bar,170, 10
Wednesday,Breakfast,Bar Pure Protein Chewy Choc Chip 50g,Bar,null,null
Wednesday,Breakfast,Bar Pure Protein Choc Delux 50g,Bar,null,null
Wednesday,Breakfast,Bar Pure Protein Choc PB 50g,Bar,null,null
Wednesday,Breakfast,Bar Quest Birthday Cake 2.12z,2.12z bar,null,null
Wednesday,Breakfast,Bar Quest Cookies & Cream,2.12z bar,null,null
Wednesday,Breakfast,Beef Cup of Noodles,Pkg,null,null
Wednesday,Breakfast,Biscuit Belvita Blbry,Bar,230, 8
Wednesday,Breakfast,Biscuit Belvita Cinn & Brn Sugar 1.76z,1.76z bar,null,null
Wednesday,Breakfast,California Seedless Raisins,Ounce,80, 0
Wednesday,Breakfast,Cheerios Bowl,1ct,130, 2.5
Wednesday,Breakfast,Cheese Stick Colby Jack Sargento 1z,1z stick,60, 2.5
Wednesday,Breakfast,Cheese Stick Mild Cheddar Sargento 1z,1z stick,60, 2.5
Wednesday,Breakfast,Cheese Stick Pepper Jack,0.83z,50, 2
Wednesday,Breakfast,Cheez It,Ounce,130, 4.5
Wednesday,Breakfast,Chef's Salad,Salad,290, 19
Wednesday,Breakfast,Chip Pringles Cheezums,1.41z,210, 14
Wednesday,Breakfast,Chocolate Snack Pudding,3.5z Cup,110, 2.5
Wednesday,Breakfast,Cinnamon Graham Cracker Tiger Bites,1z,120, 4
Wednesday,Breakfast,Crunchmania Cinnamon Snack Bun,1.76z,210, 7
Wednesday,Breakfast,Frosted Blueberry Pop Tarts,2 Pop Tarts,370, 9
Wednesday,Breakfast,Frosted Brown Sugar Pop Tarts,2 Pop Tarts,0, 14
Wednesday,Breakfast,Frosted Flakes,Cup,320, 0
Wednesday,Breakfast,Frosted Strawberry Pop Tarts,8ct box,1480, 36
Wednesday,Breakfast,Fruit Rollups,0.5z,50, 1
Wednesday,Breakfast,Garden Salad,Salad,35, 0
Wednesday,Breakfast,Gourmet Chocolate Chunk Cookie,2.5z cookie,320, 14
Wednesday,Breakfast,Healthy Grain Dk Choc Chnk Kind Bar,1.4z Bar,170, 5
Wednesday,Breakfast,Heart Healthy Mix Planters 9.75z,9.75z,null,null
Wednesday,Breakfast,Ice Cream Mochi Cookie n Cream,1.5z,null,null
Wednesday,Breakfast,Ice Cream Mochi Dbl Choc,1.5z,null,null
Wednesday,Breakfast,Ice Cream Mochi Mango,1ct,null,null
Wednesday,Breakfast,Ice Cream Mochi Strbry,1.5z,null,null
Wednesday,Breakfast,Lucky Charms Bowl,Bowl,140, 1.5
Wednesday,Breakfast,Mandarin Orange in Juice Cup,4.5z,50, 0
Wednesday,Breakfast,Maruchan Cup of Noodles Chix 2.25z cup,2.25z,null,null
Wednesday,Breakfast,Mayonnaise Packet,12gm packet,80, 9
Wednesday,Breakfast,Milk Almond Silk Dk Choc,8z Cont.,null,null
Wednesday,Breakfast,Mini Oreo Cookie,Bags,190, 10
Wednesday,Breakfast,Mozzarella Cheese String,Each,80, 6
Wednesday,Breakfast,Mustard Pc,.2z Pkt,0, 0
Wednesday,Breakfast,Oat & Honey Nature Valley Granola Bar,1.5z bar,190, 7
Wednesday,Breakfast,Parm Garlic Hrb Pita Chips,1.5z bag,200, 7
Wednesday,Breakfast,Peanut Butter & Grape Jelly Uncrustable,2.6z sandw,290, 15
Wednesday,Breakfast,Peanut Butter & Strawberry Uncrustable,2.6z,290, 15
Wednesday,Breakfast,Plant Based Nut Free Queso Style Dip,1.75z,null,null
Wednesday,Breakfast,Popcorn Micro Butter-Flavor,3.3z,380, 17
Wednesday,Breakfast,Powerade Fruit Punch,20z Bottle,null,null
Wednesday,Breakfast,Powerade Mountain Berry Blast,20z Bottle,170,null
Wednesday,Breakfast,Powerade Orange,20z Bottle,null,null
Wednesday,Breakfast,Powerade Zero Grape,20z Bottle,null,null
Wednesday,Breakfast,Powerade Zero Mixed Berry,20z,null,null
Wednesday,Breakfast,Pringles Original Potato Chip,1.3z Pkg,200, 12
Wednesday,Breakfast,Pringles Sour Cream & Onion Chip,1.41z,210, 14
Wednesday,Breakfast,Raisin Bran,Cup,240, 1.5
Wednesday,Breakfast,Regular Lays Chips,1z Bag,160, 10
Wednesday,Breakfast,Regular Ruffles Chips,1z bag,160, 10
Wednesday,Breakfast,Shrimp Cup of Noodles,2.25z,null,null
Wednesday,Breakfast,Sliced Apple Pc,2.4z,35, 0
Wednesday,Breakfast,Smoothie Bolthouse Farm Berry Boost,Bottle,null,null
Wednesday,Breakfast,Smoothie Bolthouse Farm C-Boost,Bottle,null,null
Wednesday,Breakfast,Smoothie Bolthouse Farm Green Goodness,Bottle,null,null
Wednesday,Breakfast,Smoothie Bolthouse Farm Strb Banana,Bottle,null,null
Wednesday,Breakfast,S'more Frosted Pop Tart,6ct,1110, 27
Wednesday,Breakfast,Special K Chocolate PB Protein Bar,1.59z bar,90, 4
Wednesday,Breakfast,Sugar Pearl Belgian Waffle,1ct,290, 14
Wednesday,Breakfast,Sunflower Seed Snack,5.25z,null,null
Wednesday,Breakfast,Triple Zero Vanilla Yogurt,5.3z Container,150, 0
Wednesday,Breakfast,Tuna Kit Lunch 4.1z Starkist,4.1z,null,null
Wednesday,Breakfast,Vanilla Snack Pudding,3.5z Cup,110, 2.5
Wednesday,Breakfast,2% Chocolate Milk BIB,1 Cup,170, 5
Wednesday,Breakfast,2% Milk BIB,8 flz,120, 5
Wednesday,Breakfast,Apple Juice 6:1 Concentrate,1/2 hall glass,10, 0
Wednesday,Breakfast,Cherry Coke,1 dining hall glass,null,null
Wednesday,Breakfast,Coke Classic,1 dining hall glass,null,null
Wednesday,Breakfast,Coke Zero,8flz,null,null
Wednesday,Breakfast,Cranberry Juice 4.7:1 Concentrate,1/2 hall glass,70, 0
Wednesday,Breakfast,Diet Coke,1 dining hall glass,null,null
Wednesday,Breakfast,Diet Sprite,Fluid Oz,0, 0
Wednesday,Breakfast,Milk Soy Vanilla Aseptic Silk,8z,null,null
Wednesday,Breakfast,Orange Juice 5:1 Concentrate,1/2 hall glass,15, 0
Wednesday,Breakfast,Original Style Lemonade,1 dining hall glass,null,null
Wednesday,Breakfast,Original Unsweetened Almond Milk,6z Portion,60, 2
Wednesday,Breakfast,Pibb Xtra,1 dining hall glass,null,null
Wednesday,Breakfast,Powerade Mountain Blast,1 dining hall glass,null,null
Wednesday,Breakfast,Root Beer,1 dining hall glass,null,null
Wednesday,Breakfast,Skim Milk BIB,8 flz,80, 0
Wednesday,Breakfast,Sprite,1 dining hall glass,null,null
Wednesday,Breakfast,Unsweetened Vanilla Almond Milk,6z Portion,20, 1.5
Wednesday,Breakfast,Brewed coffee,6z Portion,0,null
Wednesday,Breakfast,Coffeemate Original,Fluid Oz,30, 3
Wednesday,Breakfast,Creamer French Vanilla Coffeemate 1.5L,Fluid Oz,60, 3.5
Wednesday,Breakfast,ecoStick Organic White Sugar Stick,"Stick
Stick",10, 0
Wednesday,Breakfast,ecoStick Sugar Substitute Blue Pc,Stick,0, 0
Wednesday,Breakfast,ecoStick Sugar Substitute Pink Pc,Stick,0, 0
Wednesday,Breakfast,ecoStick Sugar Substitute Yellow Pc,Stick,0, 0
Wednesday,Breakfast,Extra Lite Amber Honey,Ounce,80, 0
Wednesday,Breakfast,Green Tea Bag,Tea Bag,0, 0
Wednesday,Breakfast,Hazelnut Coffee Creamer,Fluid Oz,10, 0
Wednesday,Breakfast,Lipton Black Tea Bag,Tea Bag,0, 0
Wednesday,Breakfast,Lipton Tea Decaf,Tea Bag,null,null
Wednesday,Breakfast,Fried Seasoned Potato Cubes,4z Portion,120, 4.5
Wednesday,Breakfast,Hard Boiled Eggs,1 Egg,90, 7
Wednesday,Breakfast,Oatmeal Station with Nuts,Nutrition Varies,100, 5
Wednesday,Breakfast,Scrambled Eggs,4z Portion,180, 13
Wednesday,Breakfast,Smoked Sausage,2z Portion,170, 15
Wednesday,Breakfast,Southwest Tofu Scramble,3z Portion,100,null
Wednesday,Breakfast,Captain Crunch Wildberries,Cup,180, 2.5
Wednesday,Breakfast,Cheerios,Cup,110, 2
Wednesday,Breakfast,Cinnamon Toast Crunch,Cup,210, 5
Wednesday,Breakfast,Frosted Flakes,Cup,320, 0
Wednesday,Breakfast,Rice Chex Cereal,Cup,180, 1
Wednesday,Breakfast,Special K with Red Berries,Cup,360, 1
Wednesday,Breakfast,Apple Gala,Apples,90, 0
Wednesday,Breakfast,Bananas,Banana,190, 0
Wednesday,Breakfast,Fresh Kiwi,Kiwi,60, 0
Wednesday,Breakfast,Oranges,Orange,100, 0
Wednesday,Breakfast,Pears,Each,null,null
Wednesday,Breakfast,American,Slice,70, 6
Wednesday,Breakfast,Hamburger Sliced Dill Pickle Chip,Slice,0, 0
Wednesday,Breakfast,Heavy Duty Mayonnaise,Tablespoon,100, 11
Wednesday,Breakfast,Natural Low Sodium Ketchup,Ounce,5, 0
Wednesday,Breakfast,Sliced Red Onion,Ounce,10, 0
Wednesday,Breakfast,Spicy Brown Mustard,Ounce,30, 0
Wednesday,Breakfast,Tomatoes,Ounce,5, 0
Wednesday,Breakfast,Yellow Mustard,1 tsp,0, 0
Wednesday,Breakfast,"10"" Flour Tortilla",Tortilla,170, 4.5
Wednesday,Breakfast,Egg White Liquid,Ounce,15, 0
Wednesday,Breakfast,Large Fresh Eggs,Eggs,100, 7
Wednesday,Breakfast,Zero Egg Plant Based Egg Liquid,Ounce,25, 1.5
Wednesday,Breakfast,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5
Wednesday,Breakfast,Shredded Mild Cheddar Cheese,Ounce,110, 9
Wednesday,Breakfast,Shredded Part-Skim Mozzarella Cheese,1z Portion,80, 6
Wednesday,Breakfast,Cooked Sausage Crumble,1z Portion,120, 12
Wednesday,Breakfast,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5
Wednesday,Breakfast,Diced Green Peppers,Ounce,5, 0
Wednesday,Breakfast,Diced Onions,Ounce,10, 0
Wednesday,Breakfast,Diced Tomatoes,Ounce,0, 0
Wednesday,Breakfast,Plant Based Chorizo Sausage Crumble,2z Portion,140, 5
Wednesday,Breakfast,Sliced Mushrooms,Tablespoon,0, 0
Wednesday,Breakfast,Spinach,Ounce,5, 0
Wednesday,Breakfast,"Water-Added Ham Diced 1/4""",Ounce,35, 1.5
Wednesday,Breakfast,"100% Whole Wheat Bread 1/2"" Slice",Slice,70, 0.5
Wednesday,Breakfast,Avocado Pulp Fresh,Ounce,70, 6
Wednesday,Breakfast,Cream Cheese,Ounce,90, 9
Wednesday,Breakfast,Everything Bagel,"Bagel
Bagel",340, 4.5
Wednesday,Breakfast,Jif Peanut Butter PC,0.75z,120, 10
Wednesday,Breakfast,Nutella Chocolate Hazelnut Spread,Ounce,150, 9
Wednesday,Breakfast,Plain Bagel,Bagel,320, 1
Wednesday,Breakfast,Sliced Tomatoes,Ounce,0, 0
Wednesday,Breakfast,Unsalted European-Style Butter Prints,Ounce,220, 24
Wednesday,Breakfast,"White Pullman Bread 0.5"" Slice",Slices,60, 0.5
Wednesday,Breakfast,Whole Wheat Bagel,Bagel,320, 1.5
Wednesday,Breakfast,Blueberry Yogurt,Ounce,20, 0
Wednesday,Breakfast,Nature Valley Toasted Granola Oat,Ounce,130, 4.5
Wednesday,Breakfast,Plain Greek Yogurt,Ounce,15, 0
Wednesday,Breakfast,Small Curd Cottage Cheese,1/2 Cup,100, 5
Wednesday,Breakfast,Strawberry Yogurt,Ounce,20, 0
Wednesday,Breakfast,Vanilla Yogurt,Ounce,20, 0
Thursday,Lunch,Diced Red Onion,Ounce,10, 0
Thursday,Lunch,Diced Tomatoes,Ounce,0, 0
Thursday,Lunch,Hickory Smoked Diced Bacon,Ounce,140, 12
Thursday,Lunch,Iceberg Salad Mix,1 cup portion,5, 0
Thursday,Lunch,Large Seasoned Crouton,Ounce,120, 4
Thursday,Lunch,2% Chocolate Milk BIB,1 Cup,170, 5
Thursday,Lunch,2% Milk BIB,8 flz,120, 5
Thursday,Lunch,Apple Juice 6:1 Concentrate,1/2 hall glass,10, 0
Thursday,Lunch,Cherry Coke,1 dining hall glass,null,null
Thursday,Lunch,Coke Classic,1 dining hall glass,null,null
Thursday,Lunch,Coke Zero,8flz,null,null
Thursday,Lunch,Cranberry Juice 4.7:1 Concentrate,1/2 hall glass,70, 0
Thursday,Lunch,Diet Coke,1 dining hall glass,null,null
Thursday,Lunch,Diet Sprite,Fluid Oz,0, 0
Thursday,Lunch,Milk Soy Vanilla Aseptic Silk,8z,null,null
Thursday,Lunch,Orange Juice 5:1 Concentrate,1/2 hall glass,15, 0
Thursday,Lunch,Original Style Lemonade,1 dining hall glass,null,null
Thursday,Lunch,Original Unsweetened Almond Milk,6z Portion,60, 2
Thursday,Lunch,Pibb Xtra,1 dining hall glass,null,null
Thursday,Lunch,Powerade Mountain Blast,1 dining hall glass,null,null
Thursday,Lunch,Root Beer,1 dining hall glass,null,null
Thursday,Lunch,Skim Milk BIB,8 flz,80, 0
Thursday,Lunch,Sprite,1 dining hall glass,null,null
Thursday,Lunch,Unsweetened Vanilla Almond Milk,6z Portion,20, 1.5
Thursday,Lunch,Brewed coffee,6z Portion,0,null
Thursday,Lunch,Coffeemate Original,Fluid Oz,30, 3
Thursday,Lunch,Creamer French Vanilla Coffeemate 1.5L,Fluid Oz,60, 3.5
Thursday,Lunch,ecoStick Organic White Sugar Stick,"Stick
Stick",10, 0
Thursday,Lunch,ecoStick Sugar Substitute Blue Pc,Stick,0, 0
Thursday,Lunch,ecoStick Sugar Substitute Pink Pc,Stick,0, 0
Thursday,Lunch,ecoStick Sugar Substitute Yellow Pc,Stick,0, 0
Thursday,Lunch,Extra Lite Amber Honey,Ounce,80, 0
Thursday,Lunch,Green Tea Bag,Tea Bag,0, 0
Thursday,Lunch,Hazelnut Coffee Creamer,Fluid Oz,10, 0
Thursday,Lunch,Lipton Black Tea Bag,Tea Bag,0, 0
Thursday,Lunch,Lipton Tea Decaf,Tea Bag,null,null
Thursday,Lunch,Steamed Brown Rice,4z Portion,140, 1
Thursday,Lunch,Steamed Long Grain Rice,4z Portion,530, 0
Thursday,Lunch,Steamed Vegetable Pot Sticker,Pot Sticker,30, 0
Thursday,Lunch,Vegetable Egg Rolls,2 Egg Rolls,230, 0
Thursday,Lunch,Chicken for Stirfry,1z Portion,50, 3.5
Thursday,Lunch,Firm Tofu,1/4 cup,60, 3
Thursday,Lunch,Homestyle Breaded Chicken Breast Chunk,4 pcs,260, 15
Thursday,Lunch,Plant Based Chick'n Poppers,1ct,null,null
Thursday,Lunch,Shrimp,1 Shrimp,5, 0
Thursday,Lunch,Steamed Brown Rice,4z Portion,140, 1
Thursday,Lunch,Steamed Long Grain Rice,4z Portion,530, 0
Thursday,Lunch,Szechuan Sauce,Ounce,120, 12
Thursday,Lunch,Thai Rice Noodle,Ounce,100, 0
Thursday,Lunch,Velveted Beef,1z Portion,40, 1.5
Thursday,Lunch,Yaki Soba Noodles,3z Portion,230, 2.5
Thursday,Lunch,Orange Ginger Sauce,2 tbs,60, 0
Thursday,Lunch,Sauce General Tso Premium,1Tbsp,30, 0
Thursday,Lunch,Soy Sauce,Ounce,20, 0
Thursday,Lunch,Sriracha Sauce,Teaspoon,0, 0
Thursday,Lunch,Sweet & Sour Sauce,Fluid Oz,30, 0
Thursday,Lunch,Teriyaki Glaze,2 tbs,50, 0
Thursday,Lunch,Bamboo Shoots,Ounce,0, 0
Thursday,Lunch,Bean Sprouts,Ounce,10, 0
Thursday,Lunch,Broccoli Florets,Ounce,10, 0
Thursday,Lunch,Cabbage Napa Shredded Thin,Ounce,0, 0
Thursday,Lunch,Carrots,Tablespoon,0, 0
Thursday,Lunch,Celery,Tablespoon,0, 0
Thursday,Lunch,Ginger Garlic,1z Portion,30, 0
Thursday,Lunch,Onion Sliced,Ounce,15, 0.5
Thursday,Lunch,Sliced Mushrooms,Tablespoon,0, 0
Thursday,Lunch,Snow Pea Pods,Ounce,10, 0
Thursday,Lunch,Tri Color Peppers,Portion,25, 1.5
Thursday,Lunch,Water Chestnut Sliced,Ounce,15, 0
Thursday,Lunch,Captain Crunch Wildberries,Cup,180, 2.5
Thursday,Lunch,Cheerios,Cup,110, 2
Thursday,Lunch,Cinnamon Toast Crunch,Cup,210, 5
Thursday,Lunch,Frosted Flakes,Cup,320, 0
Thursday,Lunch,Rice Chex Cereal,Cup,180, 1
Thursday,Lunch,Special K with Red Berries,Cup,360, 1
Thursday,Lunch,French Rolls,"6"" Portion",null,null
Thursday,Lunch,"Honey Wheat Tortilla 12""",Tortilla,300, 8
Thursday,Lunch,Kettle Chips,Ounce,160, 9
Thursday,Lunch,"Multigrain Bread 5/8"" Slice",Slice,null,null
Thursday,Lunch,Sourdough Bread Slice,Slices,100, 1
Thursday,Lunch,"Spinach Tortilla 12""",Tortilla,300, 8
Thursday,Lunch,"Sundried Tomato Basil Tortilla 12""",Tortillas,310, 8
Thursday,Lunch,Telera Roll,3.5z,300, 4
Thursday,Lunch,Caramel Topping,Ounce,80, 0
Thursday,Lunch,Chocolate Soft Serve Ice Cream Mix,Cup,340, 12
Thursday,Lunch,Cone Cake Jacketed,Cone,null,null
Thursday,Lunch,Dole Whip Pineapple,1 Serving,110, 0.5
Thursday,Lunch,Dole Whip Strawberry,1 Serving,110, 0
Thursday,Lunch,Dutch Chocolate Syrup,Ounce,70, 0
Thursday,Lunch,Mini Semi-Sweet Choc Chips,Ounce,130, 8
Thursday,Lunch,Oreo Cookie Topping,Ounce,140, 5
Thursday,Lunch,Rainbow Sprinkles,Ounce,140, 7
Thursday,Lunch,Vanilla Soft Serve Ice Cream Mix,Cup,360, 13
Thursday,Lunch,Jalapeno Monterey Jack Cheese Slice,Slice,60, 5
Thursday,Lunch,Provolone Cheese Slice,Slice,70, 6
Thursday,Lunch,Sliced 0.75z Mild Cheddar Cheese,Slice,80, 7
Thursday,Lunch,Cooked & Crumbled Bacon,Ounce,160, 13
Thursday,Lunch,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5
Thursday,Lunch,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5
Thursday,Lunch,Low Sodium Smoked Ham Slices,Ounce,30, 1
Thursday,Lunch,Oven Roasted Sliced Chicken,Ounce,null,null
Thursday,Lunch,Smoked Sliced Genoa Salami,Ounce,110, 9
Thursday,Lunch,Smoked Tempeh,Ounce,null,null
Thursday,Lunch,Tuna Salad,1z Portion,80, 7
Thursday,Lunch,Chicago-Style Hot Giardiniera,Fluid Oz,120, 12
Thursday,Lunch,Cucumber Slices,.25 cup,0, 0
Thursday,Lunch,Flat Leaf Spinach,Ounce,5, 0
Thursday,Lunch,Hamburger Sliced Dill Pickle Chip,Slice,0, 0
Thursday,Lunch,Mild Banana Pepper Ring,Ounce,5, 0
Thursday,Lunch,Shredded Iceberg Lettuce,Ounce,0, 0
Thursday,Lunch,Sliced Jalapeno Peppers,Tablespoon,0, 0
Thursday,Lunch,Sliced Red Onion,Ounce,10, 0
Thursday,Lunch,Tomatoes Sliced 1/4-inch,Pound,80, 1
Thursday,Lunch,Aged Balsamic Vinegar,Fluid Oz,40, 0
Thursday,Lunch,Black Pepper Grinder,Teaspoon,5, 0
Thursday,Lunch,Buttermilk Ranch Dressing,Ounce,130, 14
Thursday,Lunch,Chipotle Ranch Dressing,Fluid Oz,150, 16
Thursday,Lunch,Garlic Mayonnaise,1/2 oz,100, 10
Thursday,Lunch,Grinder Sea Salt,Gram,0, 0
Thursday,Lunch,Heavy Duty Mayonnaise,Tablespoon,100, 11
Thursday,Lunch,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14
Thursday,Lunch,Plant Based Chipotle Ranch Dressing,2z Portion,180, 20
Thursday,Lunch,RedHot Buffalo Wing Sauce,Fluid Oz,0, 0
Thursday,Lunch,Vegan Mayonnaise,1 tbs,60, 7
Thursday,Lunch,Vinegar Red Wine,Fluid Oz,0, 0
Thursday,Lunch,Yellow Mustard,1 tsp,0, 0
Thursday,Lunch,Apple Gala,Apples,90, 0
Thursday,Lunch,Bananas,Banana,190, 0
Thursday,Lunch,Fresh Kiwi,Kiwi,60, 0
Thursday,Lunch,Oranges,Orange,100, 0
Thursday,Lunch,Pears,Each,null,null
Thursday,Lunch,American,Slice,70, 6
Thursday,Lunch,Angus Beef Frank,Frank,170, 16
Thursday,Lunch,Black Bean Burger,Patty,170, 5
Thursday,Lunch,Breaded Onion Tangler,3z portion,270, 17
Thursday,Lunch,Buns Hot Dog Bulk,Each,120, 1.5
Thursday,Lunch,Fried Eggs,Eggs,90, 7
Thursday,Lunch,Hamburger Bun,Buns,null,null
Thursday,Lunch,Hamburger Sliced Dill Pickle Chip,Slice,0, 0
Thursday,Lunch,Heavy Duty Mayonnaise,Tablespoon,100, 11
Thursday,Lunch,Homestyle Breaded Chicken Breast Fritter,Patty,230, 14
Thursday,Lunch,Natural Low Sodium Ketchup,Ounce,5, 0
Thursday,Lunch,Regular Cut Potato Fries,3z,110, 3.5
Thursday,Lunch,Sliced Red Onion,Ounce,10, 0
Thursday,Lunch,Smash Burger,Burgers,290, 23
Thursday,Lunch,Spicy Brown Mustard,Ounce,30, 0
Thursday,Lunch,Tomatoes,Ounce,5, 0
Thursday,Lunch,Yellow Mustard,1 tsp,0, 0
Thursday,Lunch,American Cheese Slice,Slice,50, 4.5
Thursday,Lunch,Jalapeno Monterey Jack Cheese Slice,Slice,60, 5
Thursday,Lunch,"Multigrain Bread 5/8"" Slice",Slice,null,null
Thursday,Lunch,Sliced 0.75z Mild Cheddar Cheese,Slice,80, 7
Thursday,Lunch,Sourdough Bread Slice,Slices,100, 1
Thursday,Lunch,"White Pullman Bread 0.5"" Slice",Slices,60, 0.5
Thursday,Lunch,Baked Sweet Potato,Potatoes,120, 1.5
Thursday,Lunch,Black Bean Sweet Potato Burrito,1 Burrito,450,null
Thursday,Lunch,California Blend Vegetables,4z Portion,30, 0
Thursday,Lunch,Chicken Sandwich with Voodoo Spread,Sandwiches,470, 18
Thursday,Lunch,Fries Waffle DH,3z Portion,140, 6
Thursday,Lunch,Garden Herb Chicken Breast,3.25z Tender,80, 0
Thursday,Lunch,Garlic & Herb Roasted Turkey Breast,4z Portion,180, 7
Thursday,Lunch,Roasted Togarashi Vegetables,3z Portion,80, 4
Thursday,Lunch,"10"" Flour Tortilla",Tortilla,170, 4.5
Thursday,Lunch,Egg White Liquid,Ounce,15, 0
Thursday,Lunch,Large Fresh Eggs,Eggs,100, 7
Thursday,Lunch,Zero Egg Plant Based Egg Liquid,Ounce,25, 1.5
Thursday,Lunch,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5
Thursday,Lunch,Shredded Mild Cheddar Cheese,Ounce,110, 9
Thursday,Lunch,Shredded Part-Skim Mozzarella Cheese,1z Portion,80, 6
Thursday,Lunch,Cooked Sausage Crumble,1z Portion,120, 12
Thursday,Lunch,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5
Thursday,Lunch,Diced Green Peppers,Ounce,5, 0
Thursday,Lunch,Diced Onions,Ounce,10, 0
Thursday,Lunch,Diced Tomatoes,Ounce,0, 0
Thursday,Lunch,Plant Based Chorizo Sausage Crumble,2z Portion,140, 5
Thursday,Lunch,Sliced Mushrooms,Tablespoon,0, 0
Thursday,Lunch,Spinach,Ounce,5, 0
Thursday,Lunch,"Water-Added Ham Diced 1/4""",Ounce,35, 1.5
Thursday,Lunch,Broccoli Florets,Ounce,10, 0
Thursday,Lunch,Sauteed Sliced Mushrooms,1z Portion,15, 1
Thursday,Lunch,Tomato Cherry Red Halves,2 Halves,0, 0
Thursday,Lunch,Chunk Italian Sausage,Ounce,90, 8
Thursday,Lunch,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5
Thursday,Lunch,Shrimp,1 Shrimp,5, 0
Thursday,Lunch,Elbow Macaroni Pasta,4z Portion,220, 5
Thursday,Lunch,Penne Pasta,3z Portion,170, 4.5
Thursday,Lunch,Tri-Color Tortellini,4z Portion,280, 8
Thursday,Lunch,Alfredo Sauce,Ounce,70, 6
Thursday,Lunch,Basil Pesto Sauce,1/4 Cup,320, 34
Thursday,Lunch,Diavolo Sauce,2 Flz Portion,90, 8
Thursday,Lunch,Marinara Sauce,Ounce,15, 0.5
Thursday,Lunch,Balsamic Vinegar,Teaspoon,0, 0
Thursday,Lunch,Basil,Ounce,0, 0
Thursday,Lunch,Garlic Minced Prep,Ounce,35, 0
Thursday,Lunch,Grated Parmesan Cheese,Tablespoon,30, 2.5
Thursday,Lunch,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14
Thursday,Lunch,Parsley Ital Fresh Clnd,Tablespoon,0, 0
Thursday,Lunch,Pepper Red Crushed,Teaspoon,0, 0
Thursday,Lunch,Shallots Minced Prep,Ounce,15, 0
Thursday,Lunch,Cheese Pizza,Piece -U,140, 5
Thursday,Lunch,Hawaiian Pizza,Slice,280, 9
Thursday,Lunch,Sausage Pizza,Piece -U,180, 9
Thursday,Lunch,Baked Sweet Potato,Potatoes,120, 1.5
Thursday,Lunch,Classic Vegan Kimchi,Ounce,10, 0
Thursday,Lunch,Firm Tofu,1/4 cup,60, 3
Thursday,Lunch,Flax Seed,Ounce,150, 12
Thursday,Lunch,High Protein Grain BleND,3z portion,190,null
Thursday,Lunch,Marinated Quarter Artichoke Heart,Ounce,15, 1
